name,artistIds,asciiName,attractionLights,availability,boosterTypes,borderColor,cardParts,colorIdentity,colorIndicator,colors,defense,duelDeck,edhrecRank,edhrecSaltiness,faceConvertedManaCost,faceFlavorName,faceManaValue,faceName,finishes,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isFunny,isOnlineOnly,isOversized,isPromo,isRebalanced,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,language,layout,leadershipSkills,life,loyalty,manaCost,manaValue,originalPrintings,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,rarity,rebalancedPrintings,relatedCards,securityStamp,setCode,side,signature,sourceProducts,subsets,subtypes,supertypes,text,toughness,type,types,uuid,variations,watermark
Static Net,8fa1fdf0-96d6-46f4-a7ff-b1c0257c3735,,,"arena, mtgo, paper",default,black,,W,,W,,,13723,0.38,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{3}{W},4,,,,,,,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,,,"When Static Net enters the battlefield, exile target nonland permanent an opponent controls until Static Net leaves the battlefield.\nWhen Static Net enters the battlefield, you gain 2 life and create a tapped Powerstone token. (It's an artifact with ""{T}",,Enchantment,Enchantment,09371945-5baf-5ec4-8f9c-7836bfe41789,,
Survivor of Korlis,6e76edce-99a8-4f87-95d0-e316c378fa8b,,,"arena, mtgo, paper",default,black,,W,,W,,,17868,,,,,,"nonfoil, foil",,"At first, the merchant state of Korlis saw no need to involve itself in the conflict between Yotia and the Fallaji. Mishra's dragon engines changed that.",,2015,,,,True,True,,,,,,,,,,,,,,"First strike, Scry",English,normal,,,,{W},1,,,,,,1,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,"Human, Soldier",,"First strike\n{1}{W}, Exile Survivor of Korlis from your graveyard: Scry 2.",1,Creature â€” Human Soldier,Creature,81154bf5-29b5-559b-adad-9e73fe6fd62b,,
Thopter Architect,89ba58cb-84a6-480b-a86c-d8ae57df2834,,,"arena, mtgo, paper",default,black,,W,,W,,,17942,0.09,,,,,"nonfoil, foil",,"""She'll only fly once. Make it count!""",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{3}{W},4,,,,,,2,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,"Human, Artificer",,"Whenever an artifact enters the battlefield under your control, target creature gains flying until end of turn.",3,Creature â€” Human Artificer,Creature,52ac19cc-f469-59cc-bac2-21a416227986,,
Tocasia's Welcome,465e38b8-7eed-4d22-a6d2-d3603ee0c00b,,,"arena, mtgo, paper",default,black,,W,,W,,,1284,0.16,,,,,"nonfoil, foil",,"""Your father was a dear friend to whom I owe much. He wanted me to look after you, to care for you should something happen to him.""",,2015,,,,True,True,,,,,,,,,,,True,,,,English,normal,,,,{2}{W},3,,,,,,,"BRO, PBRO, PRM",,rare,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,,,"Whenever one or more creatures with mana value 3 or less enter the battlefield under your control, draw a card. This ability triggers only once each turn.",,Enchantment,Enchantment,7d046c74-975d-5346-bdb9-6a5b562dcc06,5b6ee7f1-4b45-53d9-b09a-e604743f1cd5,
Union of the Third Path,adb9ad6d-6173-454b-8b50-a102b182548b,,,"arena, mtgo, paper",default,black,,W,,W,,,8762,0.09,,,,,"nonfoil, foil",,Terisia City at last opened its ivory towers to all who sought respite from the endless war.,,2015,,,,True,True,,,,,,,,,,,True,,,,English,normal,,,,{2}{W},3,,,,,,,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,,,"Draw a card, then you gain life equal to the number of cards in your hand.",,Instant,Instant,6d5efcac-b2df-57d9-b0f0-a69d3e909994,,
Warlord's Elite,553b2a73-780f-414b-b2d7-3b7888821082,,,"arena, mtgo, paper",default,black,,W,,W,,,22139,0.7,,,,,"nonfoil, foil",,"""The Warlord thinks we've gone soft, does he? The Fist of Progress will prove him wrong!""",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{2}{W},3,,,,,,4,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,"Human, Soldier",,"As an additional cost to cast this spell, tap two untapped artifacts, creatures, and/or lands you control.",4,Creature â€” Human Soldier,Creature,a4aa5ae5-0639-5ff9-adce-76f84c188bca,,
Yotian Medic,f21b412c-aef5-4d15-88be-4f40615acde3,,,"arena, mtgo, paper",default,black,,W,,W,,,19315,,,,,,"nonfoil, foil",,"""Go, save as many as you can! The city walls may be rubble, but Kroog will live on in its people.""\nâ€”Queen Kayla bin-Kroog",,2015,,,,True,True,,,,,,,,,,,,,,Lifelink,English,normal,,,,{2}{W},3,,,,,,1,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,"Human, Cleric, Soldier",,Lifelink,4,Creature â€” Human Cleric Soldier,Creature,bfdcdca9-9049-55ab-835a-2d0014f37f38,,
Autonomous Assembler,d887bc66-2779-416c-a1ff-d8720242063e,,,"arena, mtgo, paper",default,black,,W,,,,,17821,0.02,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Prototype, Vigilance",English,prototype,,,,{5},5,,,,,,4,"BRO, PBRO, PRM",,rare,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,Assembly-Worker,,"Prototype {1}{W} â€” 2/2 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)\nVigilance\n{1}, {T}: Put a +1/+1 counter on target Assembly-Worker you control.",5,Artifact Creature â€” Assembly-Worker,"Artifact, Creature",5530e090-4ccf-5586-820f-155ef62f98dd,d6e86456-532a-5fde-8356-a1cf3fb20bf2,
Combat Thresher,651b47a5-b8c7-45eb-94db-baff516c3f00,,,"arena, mtgo, paper",default,black,,W,,,,,9012,0.04,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Double strike, Prototype",English,prototype,,,,{7},7,,,,,,3,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,Construct,,"Prototype {2}{W} â€” 1/1 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)\nDouble strike\nWhen Combat Thresher enters the battlefield, draw a card.",3,Artifact Creature â€” Construct,"Artifact, Creature",3fd79852-cf48-50bb-90b8-15ddc84ef25e,,
Platoon Dispenser,669b8b90-758d-4f9e-b4f7-98cd6742eb97,,,"arena, mtgo, paper",default,black,,W,,,,,5934,0.15,,,,,"nonfoil, foil",,"""Hear that thud-clank, thud-clank? We're saved.""\nâ€”Ani, Urzan soldier",,2015,,,,True,True,,,,,,,,,,,,,,Unearth,English,normal,,,,{5},5,,,,,,4,"BRO, PBRO, PRM",,mythic,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,Construct,,"At the beginning of your end step, if you control two or more other creatures, draw a card.\n{3}{W}: Create a 1/1 colorless Soldier artifact creature token.\nUnearth {2}{W}{W}",6,Artifact Creature â€” Construct,"Artifact, Creature",26fa24a0-20f0-525c-903b-d50a0e0aa680,896211d1-4b92-5bc5-8e0c-2a5abee89f59,
Scrapwork Cohort,d5053eb6-af72-47a0-b6e8-023cc3b9aefb,,,"arena, mtgo, paper",default,black,,W,,,,,15749,0.13,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Unearth,English,normal,,,,{4},4,,,,,,3,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,Soldier,,"When Scrapwork Cohort enters the battlefield, create a 1/1 colorless Soldier artifact creature token.\nUnearth {2}{W} ({2}{W}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it",1,Artifact Creature â€” Soldier,"Artifact, Creature",7b7d0872-b1c9-5f44-94a2-309fca1b2c27,,
Steel Seraph,5d145909-04a3-442d-a664-c7fdb166e2b0,,,"arena, mtgo, paper",default,black,,W,,,,,4550,0.11,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,"Flying, Prototype, Vigilance",English,prototype,,,,{6},6,,,,,,5,"BRO, PBRO, PRM",,rare,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,Angel,,"Prototype {1}{W}{W} â€” 3/3 (You may cast this spell with different mana cost, color, and size. It keeps its abilities and types.)\nFlying\nAt the beginning of combat on your turn, target creature you control gains your choice of flying, vigilance, or lif",4,Artifact Creature â€” Angel,"Artifact, Creature",d9f29611-757d-594b-85d4-b6b6e0359e69,24e509f5-73ee-5c78-b869-35d5ea33e7bc,
Tocasia's Onulet,edba879a-50b4-4e4a-8e21-2649f484ef03,,,"arena, mtgo, paper",default,black,,W,,,,,21303,0.03,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Unearth,English,normal,,,,{5},5,,,,,,4,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,Construct,,"When Tocasia's Onulet leaves the battlefield, you gain 2 life.\nUnearth {3}{W} ({3}{W}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth o",4,Artifact Creature â€” Construct,"Artifact, Creature",8ac41de4-ab58-52eb-8dbf-6d1ee421ce35,,
Urza's Sylex,6befd6d5-7f8d-4b7c-87e3-5511391a3359,,,"arena, mtgo, paper",default,black,,W,,,,,9778,0.86,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,True,,,,English,normal,,,,{3},3,,,,,,,"BRO, PBRO, PRM",,mythic,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,,Legendary,"{2}{W}{W}, {T}, Exile Urza's Sylex: Each player chooses six lands they control. Destroy all other permanents. Activate only as a sorcery.\nWhen Urza's Sylex is put into exile from the battlefield, you may pay {2}. If you do, search your library for a plan",,Legendary Artifact,Artifact,4690bfdc-d744-562f-ae90-4151108eb0ee,776f4f5e-39df-524e-b162-f379c6b729dc,
Veteran's Powerblade,82ae431c-d7fa-438b-9611-01f704c3a958,,,"arena, mtgo, paper",default,black,,W,,,,,18717,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Equip,English,normal,,,,{3},3,,,,,,,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,Equipment,,Equipped creature gets +2/+0.\nEquip Soldier {W}\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),,Artifact â€” Equipment,Artifact,4cb62e4e-d548-57c6-b130-da8f8e0599fe,,
Yotian Frontliner,515df9fe-9c29-4e75-9e49-6ce5be4ec8c8,,,"arena, mtgo, paper",default,black,,W,,,,,15040,0.04,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Unearth,English,normal,,,,{1},1,,,,,,1,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,Soldier,,"Whenever Yotian Frontliner attacks, another target creature you control gets +1/+1 until end of turn.\nUnearth {W} ({W}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would",1,Artifact Creature â€” Soldier,"Artifact, Creature",6249d867-06d9-5d40-b0d3-53281b51ca7e,,
Air Marshal,465e38b8-7eed-4d22-a6d2-d3603ee0c00b,,,"arena, mtgo, paper",default,black,,U,,U,,,21822,0.13,,,,,"nonfoil, foil",,"""Today our blades remember Kroog! May the seven brass gods be with us!""",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{U},2,,,,,,2,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,"Human, Soldier",,{3}: Target Soldier gains flying until end of turn.,1,Creature â€” Human Soldier,Creature,9e0911c6-a7cf-577b-ab8f-c539c2565c05,,
Curate,6190569f-5e77-4bc1-bf22-9f85dba3a139,,,"arena, mtgo, paper",default,black,,U,,U,,,4939,,,,,,"nonfoil, foil",,"""Aha! This must be one of the ancient keys to... No, wait. It's just another puzzle toy.""",,2015,,,,True,True,,,,,,,,True,,,,,,Surveil,English,normal,,,,{1}{U},2,,,,,,,"BRO, STX",,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,,,"Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)\nDraw a card.",,Instant,Instant,4e78becd-1c9b-552d-a630-af3d48c28a1e,,
Defabricate,14cf4c0c-1a83-4366-ba61-6d0a26ee5a69,,,"arena, mtgo, paper",default,black,,U,,U,,,5337,0.6,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{1}{U},2,,,,,,,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,,,"Choose one â€”\nâ€¢ Counter target artifact or enchantment spell. If a spell is countered this way, exile it instead of putting it into its owner's graveyard.\nâ€¢ Counter target activated or triggered ability.",,Instant,Instant,24a41773-df24-5ee8-8b13-136c4e1e2d93,,
Desynchronize,b64d0979-4028-4409-8285-eec2fa282dd4,,,"arena, mtgo, paper",default,black,,U,,U,,,19960,0.06,,,,,"nonfoil, foil",,"Before Kaya could pull Teferi's spirit back, the overloaded temporal anchor failed, and he was set adrift in the currents of time.",,2015,,,,True,True,,,,,,,,,,,True,,,Scry,English,normal,,,,{4}{U},5,,,,,,,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,,,Target nonland permanent's owner puts it on the top or bottom of their library. Scry 2.,,Instant,Instant,ea8c71d1-140e-5763-8e18-e6c704cdc2e2,,
"Drafna, Founder of Lat-Nam",6f771d3f-310e-4aa4-841f-5ba4ba9f025a,,,"arena, mtgo, paper",default,black,,U,,U,,,5228,0.25,,,,,"nonfoil, foil",,"Alongside his wife, Hurkyl, Drafna built a legacy of scholarship that endured for millennia.",legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{1}{U},2,,,,,,2,"BRO, PBRO, PRM",,rare,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,"Human, Artificer, Advisor",Legendary,"{1}{U}: Return target artifact you control to its owner's hand.\n{3}, {T}: Copy target artifact spell you control. (The copy becomes a token.)",1,Legendary Creature â€” Human Artificer Advisor,Creature,0774f54e-77f9-5aa3-bf8d-0a542c420607,a7d33e0d-857d-557a-b664-525e89d5a4c6,
Fallaji Archaeologist,61a4c572-3d1b-4b71-aeb0-1a5a6b82c524,,,"arena, mtgo, paper",default,black,,U,,U,,,15574,,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,,,,Mill,English,normal,,,,{1}{U},2,,,,,,0,BRO,,common,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,"Human, Scout",,"When Fallaji Archaeologist enters the battlefield, mill three cards. You may put a noncreature, nonland card from among the cards milled this way into your hand. If you don't, put a +1/+1 counter on Fallaji Archaeologist. (To mill a card, put the top card",3,Creature â€” Human Scout,Creature,9b10b4f9-a266-574f-a26a-29737fcf6316,,
Flow of Knowledge,d84246f9-a536-485f-a21d-a237302ed100,,,"arena, mtgo, paper",default,black,,U,,U,,,4841,0.1,,,,,"nonfoil, foil",,"""Focus your mind. Do you hold a piece of the ocean or a thousand drops of rain?""\nâ€”Hurkyl",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{4}{U},5,,,,,,,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,,,"Draw a card for each Island you control, then discard two cards.",,Instant,Instant,eac32d48-3333-5a71-8c03-a62bedebfd9f,8dd8300a-ab15-5eee-be5e-583438b5184a,
Forging the Anchor,5a50ced2-b301-4195-8af4-f7e1bae07d28,,,"arena, mtgo, paper",default,black,,U,,U,,,10254,0.05,,,,,"nonfoil, foil",,"The metal turned and blossomed with Saheeli's will, each filigreed twist bringing the temporal anchor closer to completion.",,2015,,,,True,True,,,,,,,,,,,True,,,,English,normal,,,,{2}{U},3,,,,,,,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b""]}",,,,Look at the top five cards of your library. You may reveal any number of artifact cards from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in a random order.,,Sorcery,Sorcery,7208c427-c7cd-5062-a864-a0408f593fda,,
"Hurkyl, Master Wizard",d20672ca-0555-4238-a984-fd171d36b247,,,"arena, mtgo, paper",default,black,,U,,U,,,10693,0.36,,,,,"nonfoil, foil",,,legendary,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,"{""brawl"": true, ""commander"": true, ""oathbreaker"": false}",,,{1}{U}{U},3,,,,,,2,"BRO, PBRO, PRM",,rare,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,"Human, Wizard, Advisor",Legendary,"At the beginning of your end step, if you've cast a noncreature spell this turn, reveal the top five cards of your library. For each card type among noncreature spells you've cast this turn, you may put a card of that type from among the revealed cards in",4,Legendary Creature â€” Human Wizard Advisor,Creature,d8a5211c-798e-5ac8-b096-ff71914c06fb,1c6cf0f6-2b76-5672-a128-bd465c129a09,
Hurkyl's Final Meditation,24d70e0a-0935-49f9-8df8-c9a4a685f523,,,"arena, mtgo, paper",default,black,,U,,U,,,13407,0.31,,,,,"nonfoil, foil",,,,2015,,,,True,True,,,,,,,,,,,True,,,,English,normal,,,,{4}{U}{U}{U},7,,,,,,,"BRO, PBRO, PRM",,rare,,,oval,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,,,"As long as it's not your turn, this spell costs {3} more to cast.\nReturn all nonland permanents to their owners' hands. End the turn. (Exile all spells and abilities from the stack, including this card. The player whose turn it is discards down to their ",,Instant,Instant,9c5059ff-b8f5-5005-8172-25c21cf3a8c0,c43526cb-fc87-52d6-81ef-7b598e041b62,
Involuntary Cooldown,699b24be-cde0-4da8-bc0f-7a3ecd60ab01,,,"arena, mtgo, paper",default,black,,U,,U,,,16532,0.25,,,,,"nonfoil, foil",,"""Back to the ivory towers! This won't hold for long!""\nâ€”Vayor, Third Path cryomancer",,2015,,,,True,True,,,,,,,,,,,,,,,English,normal,,,,{3}{U},4,,,,,,,BRO,,uncommon,,,,BRO,,,"{""foil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""45cebf46-b795-5ef3-a1ee-910062ca961b"", ""5d7ab4f0-6325-59ad-953c-b218569caa2a""], ""nonfoil"": [""104d4709-8535-5fdd-8dda-51b069cc4c0a"", ""4278c6c0-f7ca-5c8b-abfc-5a4537315a22"", ""45cebf46-b795-5ef3-a1ee-910062c",,,,"Tap up to two target artifacts and/or creatures. Put two stun counters on each of them. (If a permanent with a stun counter would become untapped, remove one from it instead.)",,Sorcery,Sorcery,5f337d77-c71c-53a2-b97e-96e76fe93a2d,,
